	age	createDays	event_count	fan_count	follow_count	gender	level	listening_songs_num	location	playlistCount	userId	user_description
0	unknown	787	1	1	7	2	6	727	3	7	420887615	每天练琴5小时的云迪，遥不可及......
1	unknown	22	0	1	1	1	3	183	4	2	1800398645	
2	unknown	22	0	1	1	1	3	183	4	2	1800398645	
3	unknown	604	2	5	1	1	8	3217	4	5	568218401	
4	unknown	579	2	3	3	2	6	773	1	7	318682366	
5	19	825	1	2	3	1	7	1678	1	3	395964505	西南battle king
6	unknown	675	0	4	4	2	6	682	2	2	501179319	
7	18	798	2	3	1	2	7	1391	3	2	413830444	
8	18	678	1	2	1	2	9	10773	3	6	499332328	飞进你心里~
9	18	678	1	2	1	2	9	10773	3	6	499332328	飞进你心里~
10	unknown	17998	3	1	1	1	8	5307	1	15	39976833	
11	unknown	457	1	1	7	1	6	1009	1	4	1315352910	遇见你是偶然不经意间的惊喜
12	30	1	0	1	3	0	0	0	3	1	1821844233	才知你去了个地方叫永远，你可否代我发表退役宣言
13	unknown	993	2	1	9	1	7	1565	6	7	308813553	抬头是精神，蹭屄是牺牲😌
14	unknown	1105	3	6	2	2	7	1697	5	7	261603504	己所不欲勿施于人
15	unknown	17998	4	4	1	0	7	1898	0	2	41046222	stay chill
16	unknown	120	0	0	4	2	5	254	6	7	1703382394	
17	unknown	547	3	6	3	1	7	2475	6	2	616929917	一事无成，只剩遗憾
18	19	568	0	6	3	1	8	6070	5	11	597738076	
19	unknown	591	1	1	1	2	8	5792	0	21	568980957	大家都好热爱生活 是装的吗？💉
20	unknown	890	0	1	1	1	7	1042	4	6	356267853	
21	-3	690	2	4	1	2	7	2165	1	19	491236042	生生不息。
22	18	282	0	4	5	1	7	1723	4	12	1509479582	这个人想要本硕博走一波。
23	unknown	890	0	1	1	1	7	1042	4	6	356267853	
24	16	113	2	1	2	2	4	202	5	4	1709729812	君は本当に大きくなったんだ
25	16	113	2	1	2	2	4	202	5	4	1709729812	君は本当に大きくなったんだ
26	unknown	846	0	3	4	1	4	177	3	3	380272179	薇heibai88588
27	unknown	453	0	2	5	0	5	340	3	4	1341316522	
28	unknown	614	0	3	1	0	7	1464	1	7	560059877	
29	unknown	17998	4	4	1	0	7	1898	0	2	41046222	stay chill
30	unknown	366	4	2	3	1	5	272	0	4	1426380850	有些事，不管是输还是赢，我们都必须去做。
31	unknown	874	0	2	3	1	6	652	6	5	364755039	
32	unknown	955	0	5	0	2	7	2637	0	7	322467121	Doctor
33	0	6	0	5	3	0	1	226	4	2	1816955658	
34	19	299	0	2	6	2	5	356	6	3	1490917928	
35	unknown	51	0	2	4	2	0	8	1	1	1769915076	
36	48	496	0	5	3	1	6	873	5	2	1301960832	
37	27	17998	1	2	1	1	7	1079	3	3	29353870	听你爱听的歌
38	27	17998	1	2	1	1	7	1079	3	3	29353870	听你爱听的歌
39	unknown	934	1	5	8	0	6	980	3	7	129362706	
40	unknown	14	0	1	3	1	0	1	2	1	1808875483	
41	unknown	5	0	1	2	1	0	9	1	2	1818651829	
42	19	1160	2	1	3	1	7	1296	3	15	132433142	
43	20	667	8	6	5	1	7	2063	1	9	507793255	中考备战,十年磨一剑,至少应该做一回自己的英雄。
44	16	643	1	2	7	1	8	5920	4	12	536409980	绿
45	unknown	193	0	2	1	0	5	366	2	3	1620034133	
46	19	954	2	2	6	2	9	8983	3	14	326665271	身体和灵魂总有一个在路上，出走的目的，只是想找回那个迷失的自己。
47	unknown	250	0	2	4	1	0	7	3	2	1543850131	
48	unknown	725	0	2	1	2	7	1860	4	13	468944832	
49	unknown	103	0	2	4	2	2	65	1	1	1720357556	
50	unknown	726	2	4	9	1	8	3051	4	10	468463511	
51	unknown	599	0	3	3	2	6	831	3	1	571876729	
52	unknown	901	2	9	1	1	7	1422	0	4	351077634	是谁发明了我喜欢你这种人间疾苦
53	unknown	901	2	9	1	1	7	1422	0	4	351077634	是谁发明了我喜欢你这种人间疾苦
54	29	240	0	2	1	1	6	766	1	11	1554592246	
55	unknown	243	0	2	1	1	6	617	3	8	1325502836	
56	unknown	901	2	9	1	1	7	1422	0	4	351077634	是谁发明了我喜欢你这种人间疾苦
57	29	1162	1	2	6	0	7	1147	4	16	131518549	
58	unknown	554	0	1	3	1	5	228	3	9	600066450	
59	unknown	486	0	2	8	2	7	1509	3	3	1309613719	
60	unknown	486	0	2	8	2	7	1509	3	3	1309613719	
61	unknown	257	9	9	1	2	6	469	0	4	1536453828	关键就在于，你是选择共同幸福，还是独霸利益？
62	unknown	257	9	9	1	2	6	469	0	4	1536453828	关键就在于，你是选择共同幸福，还是独霸利益？
63	22	808	0	1	2	1	8	3217	4	10	408146618	人丑嘴不甜
64	unknown	545	0	1	4	0	5	284	3	2	471460280	
65	unknown	573	0	2	3	1	6	827	5	6	593985286	
66	19	357	0	6	1	1	5	367	3	2	1434471757	我在等的人？我愿不离不弃，你能生死相依？
67	unknown	712	3	2	1	1	5	345	6	3	476950690	心若沉浮，浅笑安然
68	20	285	0	1	0	1	4	198	3	1	1507032520	
69	19	568	0	6	3	1	8	6070	5	11	597738076	
70	24	920	2	1	1	1	8	3177	2	12	248127877	
71	unknown	901	2	9	1	1	7	1422	0	4	351077634	是谁发明了我喜欢你这种人间疾苦
72	unknown	1070	3	4	5	2	7	2714	2	6	274834820	
73	unknown	1193	0	1	3	1	6	1075	0	1	120501079	
74	unknown	111	0	2	6	1	2	43	5	3	1712519521	
75	19	458	1	5	3	1	7	2956	3	7	1336992762	你可以坐在扶手椅上继续读你的书，种你的树，看着它们长大。
76	unknown	901	2	9	1	1	7	1422	0	4	351077634	是谁发明了我喜欢你这种人间疾苦
77	unknown	1062	1	1	4	1	7	2018	1	25	278103562	
78	unknown	1062	1	1	4	1	7	2018	1	25	278103562	
79	unknown	524	0	3	3	2	5	254	4	3	636018485	
80	0	160	0	1	2	0	3	129	6	1	1661066806	
81	23	647	0	4	1	1	5	395	1	5	533628942	
82	23	647	0	4	1	1	5	395	1	5	533628942	
83	17	958	0	4	5	1	7	1133	4	19	324652680	
84	2	696	2	5	7	2	8	3779	7	3	414532650	好好学习 和你 一起
85	unknown	408	0	2	4	1	6	870	3	1	1385348001	
86	unknown	52	0	7	3	1	4	349	4	1	1769118128	
87	unknown	227	0	1	7	1	3	121	1	1	1577206603	
88	14	135	0	1	3	1	5	1176	3	12	1685697332	湉湉咖黎
89	18	223	0	1	3	2	7	1048	3	2	1581652860	
90	unknown	685	1	1	1	1	8	3810	3	5	493863053	
91	29	1108	4	1	5	1	8	7488	6	11	259924770	恃宠而骄 不负厚爱
92	unknown	8	0	1	5	0	2	55	3	1	1815276736	
93	16	1079	3	1	1	1	1	39	4	2	271219022	Get Everybody Moving
94	unknown	705	0	6	1	1	7	1853	4	7	481761469	
95	unknown	251	0	0	4	1	6	1967	1	3	1543264916	
96	unknown	771	0	1	7	1	6	840	3	4	430763795	
97	unknown	874	0	1	5	1	5	394	4	1	364484847	
98	unknown	1252	0	2	2	0	7	2313	3	29	103308263	
99	unknown	733	0	4	9	1	6	874	1	11	1366183182	
100	unknown	22	0	1	1	1	3	183	4	2	1800398645	
101	unknown	22	0	1	1	1	3	183	4	2	1800398645	
102	unknown	604	2	5	1	1	8	3217	4	5	568218401	
103	unknown	579	2	3	3	2	6	773	1	7	318682366	
104	19	825	1	2	3	1	7	1678	1	3	395964505	西南battle king
105	unknown	675	0	4	4	2	6	682	2	2	501179319	
106	18	798	2	3	1	2	7	1391	3	2	413830444	
107	18	678	1	2	1	2	9	10773	3	6	499332328	飞进你心里~
108	18	678	1	2	1	2	9	10773	3	6	499332328	飞进你心里~
109	unknown	17998	3	1	1	1	8	5307	1	15	39976833	
110	unknown	457	1	1	7	1	6	1009	1	4	1315352910	遇见你是偶然不经意间的惊喜
111	30	1	0	1	3	0	0	0	3	1	1821844233	才知你去了个地方叫永远，你可否代我发表退役宣言
112	unknown	993	2	1	9	1	7	1565	6	7	308813553	抬头是精神，蹭屄是牺牲😌
113	unknown	1105	3	6	2	2	7	1697	5	7	261603504	己所不欲勿施于人
114	unknown	17998	4	4	1	0	7	1898	0	2	41046222	stay chill
115	unknown	120	0	0	4	2	5	254	6	7	1703382394	
116	unknown	547	3	6	3	1	7	2475	6	2	616929917	一事无成，只剩遗憾
117	19	568	0	6	3	1	8	6070	5	11	597738076	
118	unknown	591	1	1	1	2	8	5792	0	21	568980957	大家都好热爱生活 是装的吗？💉
119	unknown	890	0	1	1	1	7	1042	4	6	356267853	
120	-3	690	2	4	1	2	7	2165	1	19	491236042	生生不息。
121	18	282	0	4	5	1	7	1723	4	12	1509479582	这个人想要本硕博走一波。
122	unknown	890	0	1	1	1	7	1042	4	6	356267853	
123	16	113	2	1	2	2	4	202	5	4	1709729812	君は本当に大きくなったんだ
124	16	113	2	1	2	2	4	202	5	4	1709729812	君は本当に大きくなったんだ
125	unknown	846	0	3	4	1	4	177	3	3	380272179	薇heibai88588
126	unknown	453	0	2	5	0	5	340	3	4	1341316522	
127	unknown	614	0	3	1	0	7	1464	1	7	560059877	
128	unknown	17998	4	4	1	0	7	1898	0	2	41046222	stay chill
129	unknown	366	4	2	3	1	5	272	0	4	1426380850	有些事，不管是输还是赢，我们都必须去做。
130	unknown	874	0	2	3	1	6	652	6	5	364755039	
131	unknown	955	0	5	0	2	7	2637	0	7	322467121	Doctor
132	0	6	0	5	3	0	1	226	4	2	1816955658	
133	19	299	0	2	6	2	5	356	6	3	1490917928	
134	unknown	51	0	2	4	2	0	8	1	1	1769915076	
135	48	496	0	5	3	1	6	873	5	2	1301960832	
136	27	17998	1	2	1	1	7	1079	3	3	29353870	听你爱听的歌
137	27	17998	1	2	1	1	7	1079	3	3	29353870	听你爱听的歌
138	unknown	934	1	5	8	0	6	980	3	7	129362706	
139	unknown	14	0	1	3	1	0	1	2	1	1808875483	
140	unknown	5	0	1	2	1	0	9	1	2	1818651829	
141	19	1160	2	1	3	1	7	1296	3	15	132433142	
142	20	667	8	6	5	1	7	2063	1	9	507793255	中考备战,十年磨一剑,至少应该做一回自己的英雄。
143	16	643	1	2	7	1	8	5920	4	12	536409980	绿
144	unknown	193	0	2	1	0	5	366	2	3	1620034133	
145	19	954	2	2	6	2	9	8983	3	14	326665271	身体和灵魂总有一个在路上，出走的目的，只是想找回那个迷失的自己。
146	unknown	250	0	2	4	1	0	7	3	2	1543850131	
147	unknown	725	0	2	1	2	7	1860	4	13	468944832	
148	unknown	103	0	2	4	2	2	65	1	1	1720357556	
149	unknown	726	2	4	9	1	8	3051	4	10	468463511	
150	unknown	599	0	3	3	2	6	831	3	1	571876729	
151	unknown	901	2	9	1	1	7	1422	0	4	351077634	是谁发明了我喜欢你这种人间疾苦
152	unknown	901	2	9	1	1	7	1422	0	4	351077634	是谁发明了我喜欢你这种人间疾苦
153	29	240	0	2	1	1	6	766	1	11	1554592246	
154	unknown	243	0	2	1	1	6	617	3	8	1325502836	
155	unknown	901	2	9	1	1	7	1422	0	4	351077634	是谁发明了我喜欢你这种人间疾苦
156	29	1162	1	2	6	0	7	1147	4	16	131518549	
157	unknown	554	0	1	3	1	5	228	3	9	600066450	
158	unknown	486	0	2	8	2	7	1509	3	3	1309613719	
159	unknown	486	0	2	8	2	7	1509	3	3	1309613719	
160	unknown	257	9	9	1	2	6	469	0	4	1536453828	关键就在于，你是选择共同幸福，还是独霸利益？
161	unknown	257	9	9	1	2	6	469	0	4	1536453828	关键就在于，你是选择共同幸福，还是独霸利益？
162	22	808	0	1	2	1	8	3217	4	10	408146618	人丑嘴不甜
163	unknown	545	0	1	4	0	5	284	3	2	471460280	
164	unknown	573	0	2	3	1	6	827	5	6	593985286	
165	19	357	0	6	1	1	5	367	3	2	1434471757	我在等的人？我愿不离不弃，你能生死相依？
166	unknown	712	3	2	1	1	5	345	6	3	476950690	心若沉浮，浅笑安然
167	20	285	0	1	0	1	4	198	3	1	1507032520	
168	19	568	0	6	3	1	8	6070	5	11	597738076	
169	24	920	2	1	1	1	8	3177	2	12	248127877	
170	unknown	901	2	9	1	1	7	1422	0	4	351077634	是谁发明了我喜欢你这种人间疾苦
171	unknown	1070	3	4	5	2	7	2714	2	6	274834820	
172	unknown	1193	0	1	3	1	6	1075	0	1	120501079	
173	unknown	111	0	2	6	1	2	43	5	3	1712519521	
174	19	458	1	5	3	1	7	2956	3	7	1336992762	你可以坐在扶手椅上继续读你的书，种你的树，看着它们长大。
175	unknown	901	2	9	1	1	7	1422	0	4	351077634	是谁发明了我喜欢你这种人间疾苦
176	unknown	1062	1	1	4	1	7	2018	1	25	278103562	
177	unknown	1062	1	1	4	1	7	2018	1	25	278103562	
178	unknown	524	0	3	3	2	5	254	4	3	636018485	
179	0	160	0	1	2	0	3	129	6	1	1661066806	
180	23	647	0	4	1	1	5	395	1	5	533628942	
181	23	647	0	4	1	1	5	395	1	5	533628942	
182	17	958	0	4	5	1	7	1133	4	19	324652680	
183	2	696	2	5	7	2	8	3779	7	3	414532650	好好学习 和你 一起
184	unknown	408	0	2	4	1	6	870	3	1	1385348001	
185	unknown	52	0	7	3	1	4	349	4	1	1769118128	
186	unknown	227	0	1	7	1	3	121	1	1	1577206603	
187	14	135	0	1	3	1	5	1176	3	12	1685697332	湉湉咖黎
188	18	223	0	1	3	2	7	1048	3	2	1581652860	
189	unknown	685	1	1	1	1	8	3810	3	5	493863053	
190	29	1108	4	1	5	1	8	7488	6	11	259924770	恃宠而骄 不负厚爱
191	unknown	8	0	1	5	0	2	55	3	1	1815276736	
192	16	1079	3	1	1	1	1	39	4	2	271219022	Get Everybody Moving
193	unknown	705	0	6	1	1	7	1853	4	7	481761469	
194	unknown	251	0	0	4	1	6	1967	1	3	1543264916	
195	unknown	771	0	1	7	1	6	840	3	4	430763795	
196	unknown	874	0	1	5	1	5	394	4	1	364484847	
197	unknown	1252	0	2	2	0	7	2313	3	29	103308263	
198	unknown	733	0	4	9	1	6	874	1	11	1366183182	
199	unknown	755	2	1	5	1	6	1000	0	2	440226493	嘴上没关系心里很在意
200	unknown	22	0	1	1	1	3	183	4	2	1800398645	
201	unknown	604	2	5	1	1	8	3217	4	5	568218401	
202	unknown	579	2	3	3	2	6	773	1	7	318682366	
203	19	825	1	2	3	1	7	1678	1	3	395964505	西南battle king
204	unknown	675	0	4	4	2	6	682	2	2	501179319	
205	18	798	2	3	1	2	7	1391	3	2	413830444	
206	18	678	1	2	1	2	9	10773	3	6	499332328	飞进你心里~
207	18	678	1	2	1	2	9	10773	3	6	499332328	飞进你心里~
208	unknown	17998	3	1	1	1	8	5307	1	15	39976833	
209	unknown	457	1	1	7	1	6	1009	1	4	1315352910	遇见你是偶然不经意间的惊喜
210	30	1	0	1	3	0	0	0	3	1	1821844233	才知你去了个地方叫永远，你可否代我发表退役宣言
211	unknown	993	2	1	9	1	7	1565	6	7	308813553	抬头是精神，蹭屄是牺牲😌
212	unknown	1105	3	6	2	2	7	1697	5	7	261603504	己所不欲勿施于人
213	unknown	17998	4	4	1	0	7	1898	0	2	41046222	stay chill
214	unknown	120	0	0	4	2	5	254	6	7	1703382394	
215	unknown	547	3	6	3	1	7	2475	6	2	616929917	一事无成，只剩遗憾
216	19	568	0	6	3	1	8	6070	5	11	597738076	
217	unknown	591	1	1	1	2	8	5792	0	21	568980957	大家都好热爱生活 是装的吗？💉
218	unknown	890	0	1	1	1	7	1042	4	6	356267853	
219	-3	690	2	4	1	2	7	2165	1	19	491236042	生生不息。
220	18	282	0	4	5	1	7	1723	4	12	1509479582	这个人想要本硕博走一波。
221	unknown	890	0	1	1	1	7	1042	4	6	356267853	
222	16	113	2	1	2	2	4	202	5	4	1709729812	君は本当に大きくなったんだ
223	16	113	2	1	2	2	4	202	5	4	1709729812	君は本当に大きくなったんだ
224	unknown	846	0	3	4	1	4	177	3	3	380272179	薇heibai88588
225	unknown	453	0	2	5	0	5	340	3	4	1341316522	
226	unknown	614	0	3	1	0	7	1464	1	7	560059877	
227	unknown	17998	4	4	1	0	7	1898	0	2	41046222	stay chill
228	unknown	366	4	2	3	1	5	272	0	4	1426380850	有些事，不管是输还是赢，我们都必须去做。
229	unknown	874	0	2	3	1	6	652	6	5	364755039	
230	unknown	955	0	5	0	2	7	2637	0	7	322467121	Doctor
231	0	6	0	5	3	0	1	226	4	2	1816955658	
232	19	299	0	2	6	2	5	356	6	3	1490917928	
233	unknown	51	0	2	4	2	0	8	1	1	1769915076	
234	48	496	0	5	3	1	6	873	5	2	1301960832	
235	27	17998	1	2	1	1	7	1079	3	3	29353870	听你爱听的歌
236	27	17998	1	2	1	1	7	1079	3	3	29353870	听你爱听的歌
237	unknown	934	1	5	8	0	6	980	3	7	129362706	
238	unknown	14	0	1	3	1	0	1	2	1	1808875483	
239	unknown	5	0	1	2	1	0	9	1	2	1818651829	
240	19	1160	2	1	3	1	7	1296	3	15	132433142	
241	20	667	8	6	5	1	7	2063	1	9	507793255	中考备战,十年磨一剑,至少应该做一回自己的英雄。
242	16	643	1	2	7	1	8	5920	4	12	536409980	绿
243	unknown	193	0	2	1	0	5	366	2	3	1620034133	
244	19	954	2	2	6	2	9	8983	3	14	326665271	身体和灵魂总有一个在路上，出走的目的，只是想找回那个迷失的自己。
245	unknown	250	0	2	4	1	0	7	3	2	1543850131	
246	unknown	725	0	2	1	2	7	1860	4	13	468944832	
247	unknown	103	0	2	4	2	2	65	1	1	1720357556	
248	unknown	726	2	4	9	1	8	3051	4	10	468463511	
249	unknown	599	0	3	3	2	6	831	3	1	571876729	
250	unknown	901	2	9	1	1	7	1422	0	4	351077634	是谁发明了我喜欢你这种人间疾苦
251	unknown	901	2	9	1	1	7	1422	0	4	351077634	是谁发明了我喜欢你这种人间疾苦
252	29	240	0	2	1	1	6	766	1	11	1554592246	
253	unknown	243	0	2	1	1	6	617	3	8	1325502836	
254	unknown	901	2	9	1	1	7	1422	0	4	351077634	是谁发明了我喜欢你这种人间疾苦
255	29	1162	1	2	6	0	7	1147	4	16	131518549	
256	unknown	554	0	1	3	1	5	228	3	9	600066450	
257	unknown	486	0	2	8	2	7	1509	3	3	1309613719	
258	unknown	486	0	2	8	2	7	1509	3	3	1309613719	
259	unknown	257	9	9	1	2	6	469	0	4	1536453828	关键就在于，你是选择共同幸福，还是独霸利益？
260	unknown	257	9	9	1	2	6	469	0	4	1536453828	关键就在于，你是选择共同幸福，还是独霸利益？
261	22	808	0	1	2	1	8	3217	4	10	408146618	人丑嘴不甜
262	unknown	545	0	1	4	0	5	284	3	2	471460280	
263	unknown	573	0	2	3	1	6	827	5	6	593985286	
264	19	357	0	6	1	1	5	367	3	2	1434471757	我在等的人？我愿不离不弃，你能生死相依？
265	unknown	712	3	2	1	1	5	345	6	3	476950690	心若沉浮，浅笑安然
266	20	285	0	1	0	1	4	198	3	1	1507032520	
267	19	568	0	6	3	1	8	6070	5	11	597738076	
268	24	920	2	1	1	1	8	3177	2	12	248127877	
269	unknown	901	2	9	1	1	7	1422	0	4	351077634	是谁发明了我喜欢你这种人间疾苦
270	unknown	1070	3	4	5	2	7	2714	2	6	274834820	
271	unknown	1193	0	1	3	1	6	1075	0	1	120501079	
272	unknown	111	0	2	6	1	2	43	5	3	1712519521	
273	19	458	1	5	3	1	7	2956	3	7	1336992762	你可以坐在扶手椅上继续读你的书，种你的树，看着它们长大。
274	unknown	901	2	9	1	1	7	1422	0	4	351077634	是谁发明了我喜欢你这种人间疾苦
275	unknown	1062	1	1	4	1	7	2018	1	25	278103562	
276	unknown	1062	1	1	4	1	7	2018	1	25	278103562	
277	unknown	524	0	3	3	2	5	254	4	3	636018485	
278	0	160	0	1	2	0	3	129	6	1	1661066806	
279	23	647	0	4	1	1	5	395	1	5	533628942	
280	23	647	0	4	1	1	5	395	1	5	533628942	
281	17	958	0	4	5	1	7	1133	4	19	324652680	
282	2	696	2	5	7	2	8	3779	7	3	414532650	好好学习 和你 一起
283	unknown	408	0	2	4	1	6	870	3	1	1385348001	
284	unknown	52	0	7	3	1	4	349	4	1	1769118128	
285	unknown	227	0	1	7	1	3	121	1	1	1577206603	
286	14	135	0	1	3	1	5	1176	3	12	1685697332	湉湉咖黎
287	18	223	0	1	3	2	7	1048	3	2	1581652860	
288	unknown	685	1	1	1	1	8	3810	3	5	493863053	
289	29	1108	4	1	5	1	8	7488	6	11	259924770	恃宠而骄 不负厚爱
290	unknown	8	0	1	5	0	2	55	3	1	1815276736	
291	16	1079	3	1	1	1	1	39	4	2	271219022	Get Everybody Moving
292	unknown	705	0	6	1	1	7	1853	4	7	481761469	
293	unknown	251	0	0	4	1	6	1967	1	3	1543264916	
294	unknown	771	0	1	7	1	6	840	3	4	430763795	
295	unknown	874	0	1	5	1	5	394	4	1	364484847	
296	unknown	1252	0	2	2	0	7	2313	3	29	103308263	
297	unknown	733	0	4	9	1	6	874	1	11	1366183182	
298	unknown	755	2	1	5	1	6	1000	0	2	440226493	嘴上没关系心里很在意
299	unknown	784	1	2	9	1	6	945	4	3	423181982	
300	unknown	604	2	5	1	1	8	3217	4	5	568218401	
301	unknown	579	2	3	3	2	6	773	1	7	318682366	
302	19	825	1	2	3	1	7	1678	1	3	395964505	西南battle king
303	unknown	675	0	4	4	2	6	682	2	2	501179319	
304	18	798	2	3	1	2	7	1391	3	2	413830444	
305	18	678	1	2	1	2	9	10773	3	6	499332328	飞进你心里~
306	18	678	1	2	1	2	9	10773	3	6	499332328	飞进你心里~
307	unknown	17998	3	1	1	1	8	5307	1	15	39976833	
308	unknown	457	1	1	7	1	6	1009	1	4	1315352910	遇见你是偶然不经意间的惊喜
309	30	1	0	1	3	0	0	0	3	1	1821844233	才知你去了个地方叫永远，你可否代我发表退役宣言
310	unknown	993	2	1	9	1	7	1565	6	7	308813553	抬头是精神，蹭屄是牺牲😌
311	unknown	1105	3	6	2	2	7	1697	5	7	261603504	己所不欲勿施于人
312	unknown	17998	4	4	1	0	7	1898	0	2	41046222	stay chill
313	unknown	120	0	0	4	2	5	254	6	7	1703382394	
314	unknown	547	3	6	3	1	7	2475	6	2	616929917	一事无成，只剩遗憾
315	19	568	0	6	3	1	8	6070	5	11	597738076	
316	unknown	591	1	1	1	2	8	5792	0	21	568980957	大家都好热爱生活 是装的吗？💉
317	unknown	890	0	1	1	1	7	1042	4	6	356267853	
318	-3	690	2	4	1	2	7	2165	1	19	491236042	生生不息。
319	18	282	0	4	5	1	7	1723	4	12	1509479582	这个人想要本硕博走一波。
320	unknown	890	0	1	1	1	7	1042	4	6	356267853	
321	16	113	2	1	2	2	4	202	5	4	1709729812	君は本当に大きくなったんだ
322	16	113	2	1	2	2	4	202	5	4	1709729812	君は本当に大きくなったんだ
323	unknown	846	0	3	4	1	4	177	3	3	380272179	薇heibai88588
324	unknown	453	0	2	5	0	5	340	3	4	1341316522	
325	unknown	614	0	3	1	0	7	1464	1	7	560059877	
326	unknown	17998	4	4	1	0	7	1898	0	2	41046222	stay chill
327	unknown	366	4	2	3	1	5	272	0	4	1426380850	有些事，不管是输还是赢，我们都必须去做。
328	unknown	874	0	2	3	1	6	652	6	5	364755039	
329	unknown	955	0	5	0	2	7	2637	0	7	322467121	Doctor
330	0	6	0	5	3	0	1	226	4	2	1816955658	
331	19	299	0	2	6	2	5	356	6	3	1490917928	
